time	x	y
247000.0	13.5029	28.0738
248000.0	13.6794	28.1768
249000.0	14.1908	28.02
250000.0	15.2995	28.1714
251000.0	14.2396	28.0364
252000.0	14.5051	28.0048
253000.0	16.0741	27.9823
254000.0	13.6679	28.1828
255000.0	13.3723	28.0005
256000.0	12.7675	27.812
257000.0	11.1583	27.4224
258000.0	10.7016	27.3327
259000.0	9.52669	26.8281
260000.0	10.1443	27.2688
261000.0	9.70113	26.8893
262000.0	9.50893	26.8027
263000.0	9.17291	26.6819
264000.0	9.79328	26.9529
265000.0	9.83974	26.9769
266000.0	10.2314	27.3729
267000.0	9.77041	26.9385
268000.0	8.85371	26.6383
269000.0	9.57074	26.8305
270000.0	10.1819	27.2995
271000.0	11.5031	27.5696
272000.0	11.8949	27.8562
273000.0	10.1871	27.3321
274000.0	9.61616	26.8464
275000.0	9.43045	26.7523
276000.0	8.43764	26.3906
277000.0	7.5168	25.7987
278000.0	6.88184	25.2251
279000.0	6.51916	24.9085
280000.0	6.01221	24.5817
281000.0	6.00256	24.5825
282000.0	6.26163	24.6975
283000.0	5.76114	24.4458
284000.0	5.39852	23.7702
285000.0	4.79122	23.3123
286000.0	5.17011	23.5387
287000.0	5.47524	23.9098
288000.0	4.96762	23.3989
289000.0	4.58803	23.1913
290000.0	4.31645	22.4201
291000.0	5.18158	23.5531
292000.0	4.87962	23.3443
293000.0	4.39034	22.5361
294000.0	4.11972	22.175
295000.0	5.20657	23.5818
296000.0	5.27907	23.6727
297000.0	5.6227	24.1223
298000.0	5.81024	24.5417
299000.0	5.96023	24.5725
300000.0	6.28721	24.7344
301000.0	6.59603	24.9453
302000.0	5.29858	23.7087
303000.0	5.63969	24.1525
304000.0	5.69205	24.2663
305000.0	5.67684	24.1964
306000.0	5.31177	23.7171
307000.0	5.7826	24.4932
308000.0	5.8314	24.5388
309000.0	6.46151	24.8241
310000.0	5.62793	24.1111
311000.0	5.57537	24.017
312000.0	4.897	23.3474
313000.0	5.23802	23.6029
314000.0	5.49155	23.9125
315000.0	5.63075	24.1326
316000.0	5.60306	24.0598
317000.0	6.24078	24.6933
318000.0	6.41122	24.7826
319000.0	6.38096	24.7757
320000.0	5.91747	24.5691
321000.0	6.50522	24.9424
322000.0	5.73608	24.3762
323000.0	5.96282	24.574
324000.0	5.54972	23.9754
325000.0	6.20995	24.6861
326000.0	5.7905	24.5424
327000.0	5.73508	24.4081
328000.0	5.58978	24.0506
329000.0	6.00072	24.581
330000.0	5.70053	24.5131
331000.0	5.65033	24.1593
332000.0	5.34166	23.729
333000.0	5.63871	24.1284
334000.0	6.193	24.6729
335000.0	5.5435	24.0795
336000.0	5.84295	24.5337
337000.0	5.57364	24.0561
338000.0	6.00547	24.5819
339000.0	4.82707	23.3325
340000.0	5.21746	23.5886
341000.0	5.42451	23.7986
342000.0	5.67441	24.2052
343000.0	5.45254	23.8594
344000.0	5.48062	23.8956
345000.0	5.48699	23.9053
346000.0	4.55661	22.9576
347000.0	4.56141	23.0004
348000.0	5.0959	23.4799
349000.0	4.5767	23.0536
350000.0	4.52496	22.86
351000.0	4.48886	22.7581
352000.0	4.21216	22.268
353000.0	4.94953	23.4181
354000.0	5.14792	23.529
355000.0	6.38242	24.7675
356000.0	7.39704	25.7084
357000.0	7.43226	25.726
358000.0	7.03771	25.4587
359000.0	6.47823	24.8364
360000.0	6.70306	25.0408
361000.0	5.69396	24.2335
362000.0	6.20383	24.6677
363000.0	5.71512	24.3043
364000.0	4.93746	23.371
365000.0	4.42404	22.6332
366000.0	4.21237	22.3028
367000.0	3.97162	22.0076
368000.0	4.13079	22.1699
369000.0	3.7401	21.8393
370000.0	3.55287	21.6813
371000.0	3.5929	21.5905
372000.0	2.80188	20.1287
373000.0	3.27886	20.6996
374000.0	2.82359	19.9509
375000.0	2.65457	19.1386
376000.0	2.5298	18.9049
377000.0	2.47352	18.7989
378000.0	3.25507	20.6383
379000.0	3.1759	20.5316
380000.0	3.00207	20.3415
381000.0	3.5186	21.2062
382000.0	4.78665	23.2937
383000.0	4.29972	22.3954
384000.0	4.13704	22.1886
385000.0	3.668	21.7999
386000.0	3.59179	21.7315
387000.0	3.42358	20.939
388000.0	3.12126	20.4575
389000.0	2.80227	20.1609
390000.0	2.80327	19.6209
391000.0	2.61668	19.0644
392000.0	2.94278	20.2802
393000.0	3.23375	20.6156
394000.0	3.36759	20.8144
395000.0	3.07939	20.426
396000.0	2.91646	20.2683
397000.0	3.20267	20.5733
398000.0	3.80744	21.8865
399000.0	4.05173	22.0896
400000.0	4.60071	23.2016
401000.0	4.55337	23.0194
402000.0	3.952	22.0074
403000.0	3.92254	21.9869
404000.0	3.66077	21.7909
405000.0	4.06771	22.1179
406000.0	4.33674	22.4546
407000.0	4.61254	23.2207
408000.0	4.75787	23.2857
409000.0	5.79471	24.5343
410000.0	5.68259	24.2296
411000.0	6.93399	25.3134
412000.0	7.56813	25.7697
413000.0	8.46309	26.3758
414000.0	9.23973	26.7036
415000.0	8.67073	26.6178
416000.0	8.20073	26.108
417000.0	8.35864	26.2429
418000.0	8.48917	26.4083
419000.0	8.27924	26.1728
420000.0	7.05476	25.4901
421000.0	6.82759	25.1958
422000.0	6.67505	24.9958
423000.0	6.38303	24.7661
424000.0	6.56103	24.9029
425000.0	7.02597	25.4319
426000.0	7.30571	25.6886
427000.0	8.14803	26.0627
428000.0	8.55703	26.4963
429000.0	9.28836	26.7116
430000.0	8.52496	26.467
431000.0	7.27889	25.683
432000.0	6.90116	25.2541
433000.0	6.91395	25.3065
434000.0	6.17962	24.6538
435000.0	6.50628	24.8555
436000.0	4.62735	23.2109
437000.0	4.44588	22.6546
438000.0	4.11532	22.1594
439000.0	3.56018	21.3234
440000.0	3.49261	21.0957
441000.0	3.57117	21.596
442000.0	4.42804	22.6115
443000.0	4.48798	22.7616
444000.0	3.83456	21.8948
445000.0	3.9393	21.9861
446000.0	3.55357	21.2928
447000.0	3.60035	21.6526
448000.0	3.75851	21.8917
449000.0	3.5779	21.4227
450000.0	3.17829	20.6664
451000.0	3.39202	20.881
452000.0	3.57791	21.5155
453000.0	3.35994	20.8192
454000.0	2.9115	20.2773
455000.0	2.2277	18.4912
456000.0	2.44118	18.7953
457000.0	2.23194	18.4521
458000.0	2.44473	18.7823
459000.0	2.72165	19.2905
460000.0	2.81823	20.0612
461000.0	2.82165	19.992
462000.0	3.06916	20.4526
463000.0	3.41444	20.916
464000.0	3.29857	20.7782
465000.0	2.86925	20.2413
466000.0	3.39527	20.9337
467000.0	3.13019	20.5112
468000.0	3.50864	21.1291
469000.0	3.6654	21.7847
470000.0	3.4506	21.0028
471000.0	3.29899	20.7328
472000.0	3.41113	20.8964
473000.0	3.21211	20.6034
474000.0	2.66834	19.1613
475000.0	2.8021	20.0881
476000.0	2.3315	18.6114
477000.0	2.27684	18.5533
478000.0	2.26739	17.7039
479000.0	2.39954	18.6994
480000.0	2.76375	19.4459
481000.0	2.74858	19.3885
482000.0	3.46561	21.037
483000.0	3.55514	21.5373
484000.0	3.89228	21.9632
485000.0	4.57779	23.0254
486000.0	4.15781	22.197
487000.0	4.61965	23.2333
488000.0	4.78791	23.2903
489000.0	4.48059	22.7454
490000.0	4.23294	22.2953
491000.0	3.60334	21.8457
492000.0	3.61125	21.7545
493000.0	3.61778	21.7714
494000.0	4.41106	22.6011
495000.0	4.38775	22.5575
496000.0	4.46942	22.8527
497000.0	4.41242	22.5864
498000.0	4.30651	22.416
499000.0	3.68601	21.8021
500000.0	3.8237	21.8881
501000.0	4.10223	22.1471
502000.0	4.07701	22.1174
503000.0	3.53793	21.2768
504000.0	3.58565	21.5392
505000.0	3.96656	22.0137
506000.0	3.93145	21.9745
507000.0	4.55891	22.9819
508000.0	4.4066	22.5732
509000.0	4.30442	22.4288
510000.0	2.79756	20.2337
511000.0	2.7984	19.7163
512000.0	2.65084	19.2753
513000.0	2.80274	19.7121
514000.0	2.81259	20.169
515000.0	3.08616	20.4163
516000.0	2.81282	19.7085
517000.0	2.61702	19.0409
518000.0	2.81046	19.9006
519000.0	2.37554	18.6592
520000.0	2.19825	17.3689
521000.0	2.78229	19.5107
522000.0	2.49846	18.8361
523000.0	2.36337	18.6445
524000.0	2.67024	19.1799
525000.0	2.75623	19.4521
526000.0	2.48097	18.8243
527000.0	2.29188	17.8876
528000.0	2.29337	17.9807
529000.0	2.28908	18.0769
530000.0	2.15918	17.2618
531000.0	2.25357	17.5644
532000.0	2.26789	17.6506
533000.0	2.26896	18.3266
534000.0	2.62873	19.0525
535000.0	3.5584	21.3733
536000.0	3.78398	21.8574
537000.0	4.31117	22.6002
538000.0	3.6094	21.7466
539000.0	3.55059	21.406
540000.0	3.75247	21.8406
541000.0	3.8783	21.9348
542000.0	2.86941	20.2256
543000.0	3.25531	20.6409
544000.0	3.17347	20.5205
545000.0	2.74964	19.3722
546000.0	2.74409	19.3865
547000.0	2.75574	19.4019
548000.0	2.75548	19.3743
549000.0	3.3726	20.8224
550000.0	3.57962	21.429
551000.0	3.85684	21.9252
552000.0	3.55625	21.3202
553000.0	4.10963	22.2281
554000.0	4.15581	22.1911
555000.0	4.1191	22.159
556000.0	4.37489	22.5084
557000.0	3.13329	20.4721
558000.0	3.59891	21.6682
559000.0	3.40875	20.9154
560000.0	3.43744	20.974
561000.0	3.55614	21.3356
562000.0	3.35155	20.803
563000.0	2.81893	19.7499
564000.0	3.06945	20.412
565000.0	3.21626	20.6014
566000.0	3.22083	20.5926
567000.0	3.25132	20.625
568000.0	3.84476	21.9024
569000.0	4.22097	22.2715
570000.0	4.43637	22.6612
571000.0	4.57505	23.1887
572000.0	4.78606	23.3074
573000.0	4.75111	23.2789
574000.0	4.55836	23.0371
575000.0	4.57231	23.1189
576000.0	4.52761	22.8892
577000.0	4.09485	22.2728
578000.0	3.86686	21.9228
579000.0	4.26453	22.3427
580000.0	4.14685	22.1857
581000.0	4.01438	22.0552
582000.0	3.57661	21.8368
583000.0	3.7816	21.8584
584000.0	3.56723	21.6039
585000.0	4.43439	22.6315
586000.0	4.40211	22.5807
587000.0	3.59246	21.5166
588000.0	3.06853	20.4049
589000.0	3.55971	21.3484
590000.0	3.47997	21.0799
591000.0	3.53364	21.2352
592000.0	2.81763	19.8361
593000.0	2.82846	19.9118
594000.0	3.32263	20.7762
595000.0	3.56168	21.4019
596000.0	3.53867	21.5021
597000.0	3.12336	20.4627
598000.0	4.09775	22.1623
599000.0	4.4246	22.6182
600000.0	3.93075	21.9744
601000.0	4.39748	22.6023
602000.0	4.29248	22.3811
603000.0	4.4887	22.8182
604000.0	3.92694	21.9723
605000.0	4.48387	22.7756
606000.0	3.58758	21.4219
607000.0	3.5998	21.7616
608000.0	3.90532	21.9632
609000.0	4.36496	22.5079
610000.0	5.01681	23.4271
611000.0	5.72572	24.3233
612000.0	6.33695	24.7592
613000.0	6.08106	24.6217
614000.0	6.32981	24.7461
615000.0	6.38058	24.7748
616000.0	6.5339	24.8783
617000.0	5.95426	24.5677
618000.0	5.6642	24.172
619000.0	5.62258	24.1498
620000.0	4.8968	23.3657
621000.0	4.61275	23.2115
622000.0	5.30395	23.6928
623000.0	5.78639	24.5247
624000.0	5.44211	23.8592
625000.0	4.97739	23.3974
626000.0	4.57818	23.0836
627000.0	4.5693	23.0064
628000.0	5.23495	23.6031
629000.0	5.33121	23.7617
630000.0	4.48982	22.7602
631000.0	4.54478	22.9162
632000.0	4.25357	22.3323
633000.0	4.79505	23.2893
634000.0	4.87736	23.3356
635000.0	5.43986	23.8366
636000.0	5.62634	24.1432
637000.0	4.1501	22.1846
638000.0	4.56599	22.992
639000.0	4.26311	22.3439
640000.0	3.68285	21.798
641000.0	3.97245	22.0239
642000.0	3.60689	21.7115
643000.0	3.57848	21.4769
644000.0	4.45607	22.6867
645000.0	4.32428	22.4243
646000.0	5.0178	23.4246
647000.0	5.43114	23.8073
648000.0	5.46299	23.8584
649000.0	5.65671	24.1615
650000.0	5.45861	23.8409
651000.0	5.78582	24.51
652000.0	5.14876	23.5531
653000.0	4.97188	23.4039
654000.0	4.69828	23.2517
655000.0	4.53318	22.8663
656000.0	4.99116	23.4129
657000.0	4.69747	23.2434
658000.0	5.1641	23.537
659000.0	4.60627	23.2406
660000.0	4.57461	23.0691
661000.0	4.8812	23.3499
662000.0	4.35523	22.5146
663000.0	4.37242	22.502
664000.0	3.52103	21.1901
665000.0	3.5738	21.4464
666000.0	3.58197	21.4476
667000.0	3.46467	21.0195
668000.0	2.59892	19.0215
669000.0	3.61073	21.7512
670000.0	3.60114	21.6556
671000.0	3.87396	21.9966
672000.0	3.59273	21.5974
673000.0	4.01332	22.0449
674000.0	3.74806	21.8832
675000.0	4.08351	22.117
676000.0	4.30534	22.4063
677000.0	3.99226	22.022
678000.0	4.7249	23.2642
679000.0	3.9531	21.9895
680000.0	3.58204	21.7312
681000.0	3.6009	21.7554
682000.0	3.88139	21.9564
683000.0	3.60657	21.7646
684000.0	3.57892	21.47
685000.0	2.95837	20.2977
686000.0	3.39429	20.8724
687000.0	2.91592	20.2688
688000.0	2.80944	20.1616
689000.0	2.79372	19.5571
690000.0	2.8152	19.7211
691000.0	2.80108	19.7031
692000.0	2.28918	18.1051
693000.0	2.13577	17.2004
694000.0	2.13726	17.2066
695000.0	1.9443	16.5573
696000.0	2.2918	17.8182
697000.0	2.67569	19.1615
698000.0	2.68401	19.1953
699000.0	2.27561	18.2771
700000.0	2.24853	17.5753
701000.0	2.34307	18.6246
702000.0	2.25618	18.1375
703000.0	2.0956	17.1156
704000.0	2.10654	17.1635
705000.0	2.25854	18.3001
706000.0	2.22453	17.4813
707000.0	2.18445	17.3996
708000.0	2.08785	17.1819
709000.0	1.92185	16.8674
710000.0	2.29716	17.9928
711000.0	2.2804	18.2061
712000.0	2.24813	18.3704
713000.0	2.54071	18.916
714000.0	2.01266	16.9544
715000.0	2.26171	17.7481
716000.0	2.10868	17.2123
717000.0	1.96069	16.3744
718000.0	1.83907	16.8626
719000.0	1.99981	16.2103
720000.0	1.94032	16.8769
721000.0	1.97551	16.4634
722000.0	2.0305	15.9671
723000.0	1.86816	15.2229
724000.0	1.94273	15.4271
725000.0	2.29341	17.8729
726000.0	2.25485	17.5991
727000.0	2.2692	17.8049
728000.0	2.25479	17.5977
729000.0	2.2727	18.2178
730000.0	2.14281	17.3706
731000.0	1.91841	16.5598
732000.0	1.99226	16.3496
733000.0	1.86326	16.7436
734000.0	1.92676	15.3784
735000.0	2.02471	15.8052
736000.0	1.96419	14.4771
737000.0	1.85887	14.5027
738000.0	1.93529	15.3946
739000.0	2.02853	15.9207
740000.0	1.98625	16.2719
741000.0	2.0159	15.8111
742000.0	2.0095	15.7529
743000.0	1.91559	15.6219
744000.0	1.74496	15.0373
745000.0	1.89444	14.7072
746000.0	1.79927	14.9191
747000.0	1.74515	15.0145
748000.0	2.01022	13.714
749000.0	1.88763	14.5693
750000.0	1.92342	14.6388
751000.0	1.91222	15.3923
752000.0	1.83389	15.1623
753000.0	1.99682	16.3355
754000.0	1.99312	16.297
755000.0	1.88508	16.7889
756000.0	2.0005	16.9749
757000.0	1.98366	16.2435
758000.0	1.73213	15.0175
759000.0	2.02301	14.1743
760000.0	2.15293	12.7561
761000.0	2.29139	12.1713
762000.0	2.20979	11.5266
763000.0	2.10203	12.8273
764000.0	2.26924	12.3314
765000.0	2.1038	12.8528
766000.0	2.29029	12.0724
767000.0	2.69938	10.7532
768000.0	2.48469	11.1892
769000.0	2.71758	10.7405
770000.0	2.81599	10.2774
771000.0	2.73222	10.6523
772000.0	2.7356	10.673
773000.0	2.26892	11.7108
774000.0	2.18859	11.4818
775000.0	2.51754	11.1386
776000.0	2.36898	11.3528
777000.0	2.49528	11.1783
778000.0	2.34314	11.3791
779000.0	2.02646	13.0184
780000.0	2.28185	12.1427
781000.0	2.24708	11.6428
782000.0	2.63119	10.6879
783000.0	3.22717	9.40414
784000.0	2.82058	10.2208
785000.0	2.82583	10.0538
786000.0	2.81373	10.2182
787000.0	2.27575	12.3064
788000.0	2.21465	12.5275
789000.0	2.17474	12.6997
790000.0	2.13949	12.7383
791000.0	2.18853	12.6522
792000.0	2.26174	11.7099
793000.0	2.71345	10.7123
794000.0	2.6302	10.9418
795000.0	2.26067	11.6346
796000.0	2.2944	11.9068
797000.0	2.26098	12.2592
798000.0	2.19141	12.648
799000.0	2.09068	12.881
800000.0	2.00836	13.0455
801000.0	1.96693	14.4627
802000.0	1.8298	14.57
803000.0	1.87683	16.6731
804000.0	1.93864	15.4008
805000.0	1.99718	16.3341
806000.0	2.26098	17.8617
807000.0	2.28898	17.9044
808000.0	2.15517	17.2477
809000.0	2.02424	16.0575
810000.0	1.99139	15.6167
811000.0	1.76336	15.0169
812000.0	1.75569	15.0065
813000.0	2.09503	17.1138
814000.0	2.22161	18.4855
815000.0	2.41512	18.7808
816000.0	2.25797	18.5414
817000.0	2.29331	18.595
818000.0	2.5753	18.98
819000.0	2.69197	19.238
820000.0	2.30779	18.6467
821000.0	2.21682	18.5124
822000.0	2.77435	19.5027
823000.0	2.79406	20.1635
824000.0	2.26166	18.6498
825000.0	2.81636	20.0196
826000.0	2.80991	19.6798
827000.0	3.00549	20.3356
828000.0	2.80091	20.1119
829000.0	3.47558	21.0696
830000.0	3.56373	21.361
831000.0	3.51204	21.1899
832000.0	3.74117	21.8427
833000.0	3.56992	21.4233
834000.0	3.50407	21.1416
835000.0	3.53719	21.2809
836000.0	3.58772	21.4994
837000.0	4.10114	22.1556
838000.0	4.21864	22.2862
839000.0	4.57594	23.0233
840000.0	4.54747	22.9336
841000.0	4.03204	22.0676
842000.0	4.07501	22.1182
843000.0	3.98185	22.0138
844000.0	3.54851	21.2731
845000.0	2.8223	19.8138
846000.0	2.82476	19.9708
847000.0	3.26788	20.6569
848000.0	3.26492	20.6554
849000.0	2.81948	19.9878
850000.0	2.821	20.0073
851000.0	2.80848	20.1007
852000.0	3.40683	20.8876
853000.0	3.60262	21.6493
854000.0	4.18934	22.2499
855000.0	3.82555	21.8923
856000.0	3.88894	21.9338
857000.0	4.01767	22.06
858000.0	4.31589	22.4457
859000.0	4.62441	23.219
860000.0	4.98248	23.3999
861000.0	4.80629	23.3015
862000.0	4.88944	23.3615
863000.0	4.35199	22.4952
864000.0	3.34502	20.7798
865000.0	3.43506	20.9918
866000.0	3.44857	21.0455
867000.0	3.55825	21.4118
868000.0	3.77145	21.8684
869000.0	5.23905	23.6838
870000.0	5.2709	23.6744
871000.0	5.56185	23.9935
872000.0	5.14132	23.5176
873000.0	5.19349	23.5751
874000.0	5.50506	23.9207
875000.0	5.36122	23.7635
876000.0	5.00195	23.4375
877000.0	4.43804	22.6347
878000.0	4.17663	22.2202
879000.0	4.25349	22.3275
880000.0	4.32577	22.4936
881000.0	4.46898	22.6975
882000.0	4.47788	22.7549
883000.0	3.96379	21.9961
884000.0	4.17452	22.2471
885000.0	4.54069	22.9357
886000.0	4.36709	22.4971
887000.0	4.35388	22.4821
888000.0	4.01969	22.0606
889000.0	4.16559	22.2141
890000.0	3.78032	21.8555
891000.0	3.45306	21.0183
892000.0	3.29634	20.6916
893000.0	2.92312	20.2638
894000.0	2.79792	19.6135
895000.0	2.65441	19.2455
896000.0	2.73979	19.3452
897000.0	2.77927	19.8635
898000.0	2.43195	18.7403
899000.0	2.2933	17.9722
900000.0	2.2288	17.5517
901000.0	2.25604	17.6139
902000.0	2.76854	19.4428
903000.0	2.76567	19.452
904000.0	2.80957	19.8284
905000.0	2.82387	19.9675
906000.0	3.13584	20.4806
907000.0	3.16088	20.5094
908000.0	3.1448	20.4842
909000.0	3.59384	21.5239
910000.0	3.31036	20.7204
911000.0	3.58263	21.5221
912000.0	3.80434	21.8914
913000.0	4.36818	22.4992
914000.0	4.54218	22.9176
915000.0	4.59297	23.1984
916000.0	4.5717	23.0021
917000.0	3.44452	21.016
918000.0	4.9267	23.3627
919000.0	4.56171	23.003
920000.0	3.57714	21.4562
921000.0	3.65901	21.7798
922000.0	4.2913	22.408
923000.0	4.14492	22.1855
924000.0	4.24763	22.3136
925000.0	4.25539	22.3335
926000.0	3.59397	21.6952
927000.0	3.89128	21.9685
928000.0	3.60623	21.7461
929000.0	4.14232	22.1854
930000.0	3.94113	21.9863
931000.0	3.96273	21.9998
932000.0	3.5339	21.2964
933000.0	3.58692	21.5241
934000.0	3.49682	21.1453
935000.0	3.39204	20.8493
936000.0	3.01976	20.4582
937000.0	3.06522	20.4238
938000.0	3.38795	20.852
