x,y
16.8619,16.326
20.3118,22.6411
12.9637,16.8301
22.3948,23.3033
21.6775,5.77847
15.5438,13.0021
3.94656,16.5093
15.9947,4.00172
13.7738,22.5016
26.1544,14.4631
7.84287,16.4928
13.4136,14.5947
19.0246,25.3808
15.4433,28.2336
18.0708,9.72907
17.3693,27.9364
28.0918,15.5872
17.6675,21.6215
14.5965,24.3321
23.6214,5.06722
9.63873,9.11369
4.4886,7.25002
9.77491,26.9375
5.60606,8.90638
2.14519,12.6489
12.4849,18.7714
13.9992,3.92493
25.0994,10.6252
20.3309,2.99801
9.47213,24.5821
20.0685,9.78051
10.8662,23.1417
18.0058,19.6388
26.5699,21.1654
5.71781,5.70833
20.7875,14.8499
12.0155,4.15747
11.5312,8.46718
10.4869,18.744
1.92818,14.5843
14.4167,11.351
15.3729,14.9933
26.2748,16.4536
11.0049,13.3766
19.2801,11.6137
4.22842,18.4582
21.2796,11.5369
7.68265,20.477
22.5758,10.0137
22.108,3.82949
10.1592,4.89769
21.4619,8.35373
18.4581,2.40527
6.21729,21.836
6.49224,24.8437
25.4702,22.7829
19.6695,20.748
9.82453,16.7499
18.1468,6.33298
14.6077,9.35076
17.1114,25.9565
10.2984,6.8925
24.9514,6.50313
12.6082,24.1239
23.7222,21.812
27.4379,19.4159
20.0505,6.93925
14.5543,2.00471
18.4863,23.4548
6.85802,7.35014
21.6391,21.175
20.3921,16.7907
23.0655,7.1284
21.9235,18.0587
26.9009,9.71856
4.17717,22.2385
17.5197,12.3622
2.33388,11.2793
21.1754,26.4535
27.9414,13.5003
15.7326,22.2026
12.8489,5.57293
17.2623,14.3446
22.3178,16.0435
17.9283,4.3386
5.58634,20.8282
22.1931,13.4467
27.5449,11.5761
18.7913,15.6126
14.0288,7.60539
13.3667,20.5603
5.91149,17.0116
19.14,13.6186
11.5082,21.2917
25.8552,18.2574
14.8811,17.0482
21.068,24.4626
23.903,17.8764
14.7744,5.67308
23.0146,19.7282
12.8263,10.8344
12.3476,2.1843
13.7063,28.1834
16.5376,10.6214
6.25014,14.9572
19.8273,4.94311
27.9247,17.419
22.8212,25.4056
16.5418,24.0301
23.7466,12.0208
8.23894,14.8774
4.33094,15.4443
24.1792,8.76795
8.21692,23.7245
26.0072,7.96648
16.2147,20.2633
13.4582,26.2063
24.3113,15.9278
20.0589,18.7661
1.94931,16.9305
25.7288,12.4093
11.5261,25.831
24.9852,20.0379
16.3032,2.06024
16.527,18.2846
14.6454,19.0283
2.4719,18.7876
8.65203,18.7446
8.62183,3.39468
19.4072,27.2678
24.1872,13.9478
5.3717,23.7537
8.26706,6.0797
24.3002,24.139
11.8273,27.8024
6.56231,18.9026
15.4291,26.151
3.36917,9.11291
12.8792,12.8116
10.3961,2.59983
3.19567,20.5771
9.68295,20.4778
8.32201,26.2252
16.697,5.89518
7.03234,4.52824
18.4523,17.5822
16.9057,16.3208
20.2756,22.6337
12.9105,16.7086
22.5585,23.1612
21.6427,5.75534
15.6792,13.145
3.87764,17.3388
15.8696,4.00687
13.7587,22.5192
26.1405,14.3491
7.90881,16.8878
13.3609,14.7411
19.2695,25.2773
15.6361,28.1354
18.1458,9.44295
17.549,27.8328
28.0622,15.4607
17.6998,21.6011
14.5688,24.3467
23.554,4.90346
9.17517,8.70489
4.40377,7.4373
10.0203,27.1365
5.60291,9.03769
1.81028,13.1366
12.6525,18.6919
13.8688,3.89088
25.0801,10.5345
20.1373,2.97591
9.80153,24.8864
20.1158,9.77369
10.8291,23.1714
18.0792,19.5453
26.6856,21.0774
5.62606,5.89722
20.738,14.8198
11.6819,4.04705
11.9997,7.26982
10.6529,18.7289
1.77434,15.0355
14.7138,11.4159
15.3236,15.1044
26.264,16.3227
10.9672,13.3895
19.3818,11.6336
4.58068,19.1526
21.3816,11.6187
7.68544,20.5563
22.8524,10.262
21.9278,3.79885
9.89792,4.92815
21.7545,8.62893
18.2551,2.38028
6.80249,22.364
