x,y
22.111,21.3763
14.165,19.7965
22.0424,19.3594
11.6272,18.1892
7.45752,18.4638
7.15197,25.6693
24.2549,17.657
13.4249,21.6762
25.8461,18.8682
27.878,15.9169
9.64195,18.3798
18.4016,25.6768
7.81817,21.937
3.47534,18.312
23.5448,25.1097
18.8332,21.7021
18.6568,17.2816
4.73246,20.1879
11.6119,22.5045
8.48311,16.7563
3.87744,16.3647
9.63343,22.7622
26.8308,20.6017
8.6312,20.0825
3.57554,14.2364
21.7895,14.7643
16.1275,26.3725
16.9749,18.349
3.76563,21.8955
20.3133,16.112
5.46297,18.3665
14.8265,23.2722
20.2238,26.5009
24.0113,19.6383
15.3911,21.3579
24.0881,21.6297
26.101,16.8939
17.731,27.5621
14.4062,16.1224
13.2046,14.5271
7.33893,14.9137
8.93472,26.5768
6.50343,16.7059
5.37235,15.0766
12.206,20.0945
12.4346,16.3667
20.3609,20.4259
10.4101,20.9268
22.8858,23.2239
1.7512,15.0136
18.7444,19.2685
6.68346,20.3003
17.1967,20.5181
16.7164,24.473
8.82332,24.5819
17.0127,22.507
2.77479,20.1646
18.6229,23.6901
6.88171,23.6989
20.8945,23.0516
9.30197,14.9431
1.99571,16.9823
21.5476,25.0018
27.6847,18.0924
15.4337,28.2357
20.4262,18.193
10.8483,24.3502
14.4852,25.242
25.9304,22.3856
22.2435,17.3726
5.74943,22.0607
15.0173,18.0064
12.9536,23.9701
7.26207,4.46859
12.3254,10.9413
19.1067,6.26708
27.1422,13.9944
3.61461,11.9132
15.5486,12.342
17.1645,6.6386
20.0786,9.30436
17.0721,13.8827
17.6009,11.9676
18.478,8.1277
16.9685,4.65283
9.88757,4.44693
22.7444,12.2292
11.2555,14.7471
18.988,13.4046
16.9455,2.65789
13.134,9.09009
18.4505,15.3148
11.1536,9.33098
22.5127,4.31649
18.9108,2.3317
7.19812,9.71129
5.21078,13.1048
10.3457,11.1522
21.411,10.7732
14.2954,10.712
3.58931,8.34865
11.9228,7.5014
11.5617,12.7803
19.5637,11.5053
25.0864,9.2214
15.108,1.88927
20.9149,12.9722
4.72304,6.72298
14.6613,7.80425
6.67892,6.3759
13.1672,4.24946
16.262,10.4884
7.2012,12.9408
25.4595,12.6801
20.7292,7.42161
1.98472,13.0434
15.1539,14.2882
20.7196,3.16979
22.3722,6.30151
24.3157,5.86533
18.9322,4.30132
16.5231,8.52081
23.4876,15.8165
18.199,10.073
15.1293,3.87102
24.3198,11.0423
8.64175,6.00727
6.05328,11.3183
25.6659,7.33501
8.36296,11.3293
4.46998,10.1222
11.5634,5.53205
22.0793,8.89858
27.7952,12.1149
9.51528,12.9631
25.4421,15.0275
13.4313,6.22742
23.8458,13.861
13.5619,12.5664
5.62385,8.49542
15.3639,5.84047
20.7334,5.16245
7.97149,7.8871
16.5656,15.9937
9.17457,9.50569
23.7198,7.76971
22.0782,21.4168
14.5605,19.9707
22.1037,19.2467
11.8101,18.2759
8.07551,18.9265
7.28631,25.6916
24.0968,17.9071
13.4153,21.9316
25.7646,19.008
27.998,16.2908
9.83451,17.9764
18.4349,25.7059
7.76156,22.3532
4.11326,18.4266
23.5437,25.1095
19.0589,21.7698
18.5503,17.4197
4.85065,20.2644
11.7021,22.9585
7.20469,17.1439
3.41453,16.1466
9.71299,22.7774
26.8147,20.7075
8.91788,20.7275
3.56178,14.1627
21.8062,15.0283
16.4049,26.4772
16.867,18.4956
3.61095,21.7846
20.2676,16.305
6.08115,18.7378
14.7482,23.6607
20.2518,26.5416
23.9852,19.9046
15.4059,21.7745
24.0139,21.8992
26.0223,17.0261
18.0156,27.6538
14.306,16.1243
13.1207,14.5159
7.31814,14.4112
9.07578,26.642
5.26898,16.8222
5.40327,14.8447
12.5725,20.1195
12.3227,16.3478
20.4184,20.3124
10.8653,21.1463
22.6301,23.3368
1.76843,15.0449
18.6375,19.4161
6.90233,20.5524
17.0143,20.5828
16.8213,24.5245
8.97252,24.6306
17.2317,22.5706
2.82683,19.9492
18.8388,23.7545
6.47677,23.8802
20.6699,22.96
9.27998,13.9905
2.25569,17.7571
21.5386,25.0114
27.6054,18.2462
15.4368,28.2248
20.3348,18.3163
10.9614,24.8148
14.5871,25.6534
25.9149,22.4913
22.0259,17.2525
5.62287,22.0896
14.9314,18.0138
12.943,24.5215
7.80819,4.15537
12.4707,10.9837
19.1188,6.32439
27.2399,14.4489
3.70031,12.1688
15.7403,12.4173
17.1623,6.70143
20.199,9.23801
17.1112,13.9651
17.7992,12.0896
18.4745,8.20893
17.0811,4.70758
11.5928,2.3833
22.8933,12.1838
11.1298,14.7472
19.1618,13.5535
16.9613,2.71403
13.3208,9.17575
18.4735,15.426
11.4625,8.45519
