x,y
8.67209,3.38029
10.8253,12.6513
20.374,22.3199
19.3046,27.3302
23.5419,11.0644
6.56523,24.9127
14.9545,3.89183
5.59509,5.79374
26.083,15.1828
4.43531,7.37723
16.1941,20.153
11.1433,25.4787
10.3474,15.3596
25.9462,17.1365
24.8807,6.31346
12.457,14.2974
14.0705,9.45721
7.92723,9.30779
16.2481,14.3213
12.823,17.4336
8.13607,26.0664
20.2716,15.6567
5.29331,9.75268
19.3527,6.89311
23.9664,13.0146
8.33619,18.4533
4.3795,18.9623
16.8556,24.0427
8.67772,11.8358
21.9239,12.7178
7.05489,4.46459
14.246,15.4323
22.114,14.7078
3.42395,9.05806
18.7322,23.4069
15.5072,28.2273
26.8868,9.69122
14.707,11.4326
23.6478,22.4293
21.061,10.915
23.952,17.0008
7.50479,20.3258
16.7758,26.033
10.4934,2.66866
25.9545,13.2249
7.41986,6.39764
6.8701,10.982
3.96639,13.4557
2.12513,12.748
24.2847,24.2375
17.5511,6.03413
18.4209,10.7141
16.3741,7.66964
25.639,18.6143
20.1332,2.98485
14.3495,1.99754
11.7124,27.7214
22.5863,9.54682
5.17187,23.5556
28.0597,15.4152
18.3832,13.7178
8.57325,16.4426
12.8653,13.2533
18.308,15.7129
24.2457,15.2401
8.21196,23.7803
26.0109,7.90292
18.1787,20.3218
18.2539,2.38328
22.4891,23.4704
9.76998,24.9258
23.3874,7.64561
14.6935,14.0321
16.7551,9.62591
18.6466,4.33138
12.4229,19.4425
10.8568,4.63137
14.5727,18.3817
9.67074,12.058
17.0917,12.1977
24.8675,20.404
17.6712,17.684
1.83504,14.6786
19.7094,12.2328
15.3512,26.2214
3.90771,17.4737
13.2727,11.3425
23.5565,4.87873
27.9267,13.4522
14.2051,20.3483
22.071,6.18809
19.645,17.952
13.7504,24.2137
16.0526,16.5258
27.5133,19.2823
12.3971,2.20018
11.8024,23.7699
7.14084,14.8444
6.53878,16.7478
11.2691,10.8587
20.9596,24.6711
23.373,19.0882
9.05938,21.8149
9.00808,5.34273
2.66944,10.8572
16.753,22.0555
10.452,17.8394
26.733,21.0632
21.3879,18.9175
2.23695,18.5427
27.9109,17.3689
21.3052,8.02386
13.6109,28.1566
6.57637,18.7448
27.5374,11.5185
21.1309,26.5718
20.4403,5.10197
25.3972,10.9847
3.96661,22.0182
6.81958,22.4379
1.87987,16.6456
9.88459,27.0077
