x,y
2.7905,10.4611
17.2957,16.0411
19.8604,6.92329
26.3709,21.3818
23.0742,22.6873
24.1868,13.3952
10.2439,22.8079
14.1044,22.3685
12.1216,19.8931
8.84676,5.65639
14.4769,3.94593
8.50395,21.5232
13.89,11.271
19.0319,27.5494
4.96305,10.0805
16.4703,4.03338
23.9416,24.4715
27.868,17.7678
17.1709,28.0659
5.91709,16.3549
10.3397,9.36659
10.7283,18.4651
7.84802,25.8733
19.7303,20.6904
24.5821,19.2162
5.66351,21.5116
16.0994,22.4007
20.4464,8.83546
17.3926,23.9233
12.0535,21.9389
2.28315,18.1869
13.4955,24.249
26.091,13.9956
7.91644,15.1362
7.77451,17.1299
12.4953,4.14218
16.9609,17.976
2.80671,20.0682
16.1606,26.3516
8.68166,24.0575
20.796,26.7502
18.0664,25.8036
10.581,4.68249
22.6521,18.8352
27.2389,19.6229
15.2236,28.132
14.7966,13.033
18.6973,2.39369
10.4193,25.0092
25.2515,23.0016
4.21371,11.9173
3.68804,21.8027
20.998,22.1755
9.56025,26.8131
4.57015,6.98307
12.843,2.17557
4.88344,23.3462
27.6991,11.9666
15.4748,24.4762
13.1043,6.04656
8.68557,8.24234
14.0269,8.45476
16.8298,9.42654
22.2326,15.0853
18.1204,19.5642
11.85,16.7871
7.37924,4.30041
7.53438,13.1738
3.97406,15.8701
18.1096,7.88994
25.7026,12.0647
12.2448,25.7748
7.25373,6.84608
15.888,11.1886
16.763,2.05541
10.9302,2.6363
10.36,20.8121
7.0708,22.9021
16.1262,14.4831
11.3725,27.5407
13.2807,27.9542
2.26515,12.3499
12.1384,7.79764
23.4924,11.5308
23.0219,16.8962
23.7369,5.27958
9.73221,16.7346
7.09115,20.1131
3.56035,8.65894
4.24823,17.8341
26.3279,15.9392
9.09604,3.34644
17.123,12.7578
8.95297,19.3841
6.1832,18.3348
3.96349,13.8861
2.01257,16.2498
14.0452,20.3915
14.7998,1.97781
20.5671,2.98818
24.3904,21.1979
18.4371,4.37652
6.41477,11.517
20.4677,10.9694
24.3057,15.3721
13.2251,18.2318
25.0619,6.72812
20.343,4.97529
22.4337,20.8053
22.2307,4.02296
17.2813,6.06976
2.00697,14.2919
18.7663,9.91963
24.0679,8.45777
27.0587,10.1067
14.434,16.4678
5.80585,5.47076
14.1875,26.1746
19.0891,12.4152
26.1731,8.35043
19.87,24.9815
17.937,21.5546
10.7692,15.0265
9.51173,13.4718
16.2993,20.4111
10.2865,7.04379
21.6055,24.026
20.8477,7.66038
15.7296,7.75736
5.90336,14.2363
15.1112,18.5814
28.0145,13.7525
6.23494,24.6846
6.05101,8.27489
15.2879,5.8112
12.334,9.8214
28.1661,15.7125
8.02722,10.1797
20.4811,16.6686
19.0909,23.1156
21.7199,12.1826
22.5416,25.6104
22.0207,6.09531
24.7165,9.59281
4.78503,19.6236
9.62394,11.384
2.79885,10.3876
17.4649,15.8609
19.2093,6.56239
26.4718,21.2543
23.0176,22.6239
23.121,10.7595
10.2127,22.85
13.9465,22.1624
11.9602,19.635
8.94127,5.58069
14.5715,3.94943
8.43268,21.4504
13.7938,11.2073
19.0905,27.4879
5.01992,9.97285
16.5544,4.03743
24.0456,24.3393
28.0133,17.6546
17.207,28.0529
5.91116,16.2361
10.3516,9.37456
10.5384,18.2287
7.81405,25.8555
19.529,20.4814
26.0865,17.4284
5.58212,21.4422
15.9183,22.4867
19.3726,8.9808
17.2753,23.9535
11.9666,21.8905
2.29127,18.1078
13.3806,24.0799
26.0652,13.2964
7.93709,15.0585
7.83307,17.0557
12.5993,4.15016
16.9489,17.7929
2.82109,19.9877
16.0927,26.3392
8.58769,24.0144
20.8795,26.6667
18.0074,25.8124
10.6705,4.60685
24.1556,14.3441
27.3461,19.4969
15.2451,28.1449
14.637,13.0323
18.6969,2.3828
10.3294,24.9666
25.3642,22.8785
4.21898,11.7904
3.61637,21.7679
20.7782,22.0427
9.53817,26.8013
4.58044,6.92278
12.868,2.17069
4.83264,23.3085
27.6328,11.8241
15.3406,24.4773
13.1893,6.07462
8.66998,8.28619
13.9391,8.63275
16.6029,9.56734
20.2621,14.6715
17.6893,19.6502
11.7597,16.645
7.42216,4.28642
7.54701,13.097
3.97268,15.7442
17.7153,7.88402
25.6937,11.3466
12.1824,25.6802
7.35685,6.7779
15.7851,11.3946
16.7718,2.0513
10.9615,2.62872
10.3122,20.7679
6.99148,22.8365
16.0432,14.4544
11.3741,27.5066
13.2887,27.9548
2.27941,12.2749
12.1357,7.77446
21.9028,9.28537
22.4001,16.1061
23.7393,5.17458
9.72316,16.4026
7.01105,20.0437
3.57379,8.5939
4.24964,17.7109
26.246,15.2689
9.13259,3.33554
17.1913,12.8167
8.8906,19.3616
6.20338,18.2143
3.96138,13.7586
2.02086,16.1714
13.8886,20.1638
14.8173,1.97197
20.5535,2.97369
24.3476,21.134
18.5115,4.36603
6.38286,11.4707
20.4255,10.6693
22.1793,14.1208
13.1831,18.0499
25.0089,6.64239
20.4015,4.95951
22.3076,20.7545
22.2071,3.98485
17.2813,5.93606
2.01636,14.2147
18.284,10.6485
23.5072,7.97921
27.0402,9.94697
14.434,16.4678
5.85928,5.45677
14.116,26.1357
19.1626,12.4422
26.1372,8.22097
19.813,24.9787
17.7334,21.6487
10.9383,14.8142
9.52382,13.4003
15.8621,20.4879
10.2633,7.07858
21.4931,23.9094
19.3881,6.62841
14.7496,7.61277
5.95607,14.1782
15.067,18.4921
28.0935,13.9088
6.25491,24.7156
5.92817,8.41446
13.6371,5.74942
11.9523,10.2634
28.2106,15.8608
7.96116,10.3777
19.2121,17.273
19.1329,23.0961
20.5695,10.0143
22.4755,25.7136
21.8266,5.86865
24.3449,8.87835
4.79336,19.7666
9.64085,11.4583
2.79792,10.4231
17.5255,15.8985
17.5256,6.08256
26.3694,21.3711
23.1962,22.5308
21.0362,7.66549
10.2405,22.8074
13.908,22.1471
11.9915,19.8171
8.79183,5.73463
14.3299,3.88159
8.38011,21.4097
13.2816,11.7512
19.0456,27.5318
4.89328,10.0992
16.3074,3.94971
23.9548,24.4337
27.8639,17.7765
17.1808,28.065
5.9664,16.1751
10.1063,9.51391
10.5335,18.2342
7.83255,25.8725
19.35,20.9459
25.8825,17.4918
5.69378,21.5303
15.8229,22.6039
17.6457,9.65498
17.3161,23.9313
11.9618,21.813
2.28238,18.1576
13.41,24.0802
26.1314,13.5453
7.93829,15.0304
7.8783,17.0291
12.3623,4.08275
16.9447,17.8098
2.81574,20.0381
16.2715,26.2941
8.71885,24.09
20.8146,26.7258
18.1868,25.729
10.5022,4.7435
23.9568,10.816
27.2399,19.6238
15.229,28.1336
14.2767,13.4829
18.7511,2.34612
10.4753,25.0345
25.2671,22.9845
4.23288,11.9604
3.6727,21.7899
20.9539,22.0765
9.55142,26.8075
4.57633,6.94519
12.8954,2.16275
4.86492,23.3393
27.7158,11.9848
15.3543,24.53
11.748,6.28757
8.42434,8.4425
13.7002,9.30896
15.6658,9.58897
19.3088,15.0008
17.7437,19.6422
11.7719,16.6641
7.41185,4.29213
7.59506,13.0361
3.9863,15.8995
16.7234,7.89563
25.7634,11.5988
12.3334,25.7603
7.18604,6.88796
15.2689,11.5461
16.8209,2.03152
10.9746,2.62909
10.2594,20.7869
7.10404,22.9268
15.6686,15.1705
11.3769,27.5115
13.2826,27.9529
2.2699,12.3137
12.002,8.26425
19.2714,8.57318
20.9228,16.1752
23.7386,5.28775
9.77069,16.3852
6.97527,19.999
3.56337,8.61675
4.25315,17.8608
26.2411,15.5302
9.12312,3.32334
16.2622,13.2813
8.87321,19.35
6.22696,18.1535
3.97481,13.9208
2.01534,16.2178
13.9586,20.1526
14.8571,1.96366
20.5901,2.95323
24.4156,20.9461
18.2629,4.25223
6.31337,11.5034
19.2633,11.5213
20.4364,13.3489
13.0922,18.1654
25.0973,6.73694
20.1496,4.84138
22.3754,20.682
22.2539,3.96625
15.5952,5.80749
2.0087,14.2579
17.2669,11.5819
23.2037,7.25618
27.0856,10.1214
14.247,16.5521
5.82425,5.4483
14.2761,26.2177
18.3084,13.2772
26.2289,8.35602
20.0032,24.8975
17.5849,21.7581
11.0105,14.8161
9.54835,13.4546
15.9296,20.4824
10.0436,7.29208
21.7278,23.8877
19.1781,6.69413
14.5949,7.62616
5.97786,13.6749
14.8361,17.669
28.1364,14.3109
6.15114,24.6656
5.8748,8.44548
13.3089,5.84796
11.7406,10.541
28.0334,16.224
8.00183,10.7244
19.192,17.2085
19.9249,22.9847
20.5965,10.0584
22.3061,25.8791
21.872,5.9874
24.6661,8.9358
4.79169,19.8354
9.84235,11.5053
2.80238,10.3917
17.7778,15.2769
17.2725,6.088
26.1804,21.6482
23.4022,22.1555
20.8938,7.74215
10.2713,22.879
13.7077,21.7381
10.9967,19.1111
8.76514,5.76146
