x,y
19.9436,4.95994
12.0335,17.8589
20.7239,19.7438
6.59688,24.9209
18.0356,4.36075
19.2364,11.7249
3.91515,21.9905
17.2752,21.7328
11.4648,8.69886
15.2912,21.472
9.03658,7.77473
1.968,14.5113
5.49788,12.5598
11.7042,27.6963
4.51046,7.1906
13.3934,9.22872
6.23175,18.5052
22.6589,15.2922
1.94198,16.4959
7.65514,17.0046
14.6237,5.84522
21.073,26.5153
15.8674,23.3868
14.3819,11.0131
20.3742,7.24242
26.5968,21.138
15.5259,28.1931
16.8527,7.90453
20.3271,2.99759
7.1609,4.33275
25.5056,22.7537
5.70272,16.5843
2.24279,18.4416
12.8097,14.4123
8.13505,26.1818
20.2128,17.8103
16.5237,2.07135
2.94203,20.2783
8.44676,5.86402
22.0997,3.8312
12.9518,26.0869
25.1373,10.7098
23.6709,18.4993
12.6356,6.05269
21.3382,21.7219
14.0016,18.2276
20.1623,13.4982
5.73362,5.66531
26.202,14.5537
14.2329,13.0073
16.9203,25.9569
16.359,11.5254
24.2327,8.9276
19.3034,27.3274
20.6647,15.434
18.4574,2.40578
14.5612,2.00477
17.8936,10.2428
5.66747,8.82189
7.18566,23.013
9.88911,27.0114
13.5939,28.1259
2.73922,10.6707
17.8491,23.6483
21.7163,8.72382
6.98658,7.23243
24.9406,6.49766
15.8013,9.6049
14.0352,3.93397
12.6076,2.20398
13.3363,16.3416
24.2568,14.0894
10.6994,2.66487
4.16062,17.8755
20.1193,9.92778
16.033,4.00881
22.1572,13.3575
2.13815,12.5338
9.47449,13.6822
16.1671,13.516
9.12567,15.651
10.1909,4.8858
18.56,6.40346
7.24423,20.2248
23.66,21.961
21.7581,5.80005
10.7802,6.7968
26.0554,8.1048
17.4734,19.7427
5.85982,21.6664
23.6182,5.05821
20.6644,24.5589
3.73613,13.5759
24.7668,20.2666
14.7631,14.9402
18.7773,8.44582
26.942,9.84878
12.1857,24.1793
22.3329,23.457
4.73887,10.6999
27.5828,11.697
14.9466,26.28
12.1649,19.8546
10.4078,11.2472
3.82536,15.9078
15.4294,16.8259
11.3648,13.0295
19.6705,22.8244
21.2694,11.5522
12.3585,11.2929
12.1469,4.18378
25.6436,18.4831
27.9174,13.4337
5.41844,23.8395
10.1014,17.3052
10.7801,19.1831
6.80775,11.0157
27.9052,17.3253
19.0821,20.8546
24.0802,16.5813
10.5896,25.2135
22.9197,10.4225
22.9323,25.3329
8.66789,3.38574
22.1221,17.2375
28.0443,15.3823
16.692,5.95591
3.40319,9.11571
23.1296,7.29856
8.72737,18.7493
18.573,15.3733
14.8311,7.8834
22.6725,20.2745
26.0753,16.5333
18.8306,25.3263
9.44924,20.6061
7.83023,9.29734
23.8438,12.1964
25.8418,12.5897
14.1424,24.4187
17.6888,27.7603
11.1835,15.5479
18.2175,13.4063
24.4045,24.0706
27.4982,19.2226
13.5264,22.5152
19.9874,4.9719
12.1109,17.7476
20.739,19.7346
6.76014,25.2472
18.0823,4.38473
19.258,11.7018
4.1923,22.3233
17.2552,21.6928
11.4563,8.69645
15.2681,21.3943
9.08145,7.738
1.72373,14.9722
6.14819,12.9035
11.93,27.8827
4.41154,7.418
13.3765,9.25493
6.39029,18.5664
22.5607,15.2868
1.9806,16.9131
7.81028,16.9807
14.6939,5.89236
21.3002,26.38
15.8119,23.3186
14.3371,11.0089
20.4369,7.29812
26.7704,21.0121
15.7781,28.0679
16.8507,7.94576
20.1417,2.98067
7.0593,4.51249
25.691,22.6204
5.84949,16.6148
2.48734,18.8055
12.8191,14.3932
8.39698,26.3318
20.2052,17.8072
16.3341,2.06117
3.24422,20.6118
8.58633,5.80072
21.9124,3.81969
12.9499,26.0867
25.1781,10.7094
23.6464,18.5311
12.7054,6.10395
21.2942,21.7203
14.043,18.2567
20.2082,13.497
5.63834,5.87457
26.2314,14.5448
14.2575,13.0053
16.9149,25.9162
16.4005,11.5291
24.2665,8.93645
19.5414,27.1948
20.5701,15.4635
18.2695,2.39437
14.3695,1.9979
17.9109,10.2242
5.91079,8.73796
8.89086,22.4687
10.1172,27.22
13.8459,28.1092
2.63667,10.9386
17.7878,23.6206
21.7835,8.77677
7.15092,7.18059
24.8756,6.32523
15.787,9.63441
14.1269,3.97844
12.4133,2.20346
13.4313,16.2931
24.2645,14.1533
10.5019,2.67152
4.41477,18.2544
20.1348,9.9066
16.1179,4.04453
22.1958,13.3235
2.06861,12.8346
9.43423,13.5507
16.232,13.5091
9.18383,15.5318
10.2128,4.65255
18.6309,6.43875
7.49272,20.3058
23.7182,21.9791
21.7877,5.82423
10.8038,6.72229
25.994,7.92968
17.4478,19.702
6.92248,22.5634
23.5507,4.88835
20.6472,24.4906
4.23425,12.3242
24.7709,20.2805
14.8425,14.916
18.7892,8.43008
26.8853,9.67096
12.1854,24.0081
22.3386,23.4249
4.89105,10.4469
27.5297,11.5178
14.9432,26.251
12.6486,19.8882
10.3594,11.2457
3.87937,16.2945
15.4407,16.8269
11.3625,13.026
19.6035,22.7853
21.3959,11.5832
12.3136,11.2367
12.1416,4.17704
25.5689,18.4724
27.8831,13.2415
5.43845,23.8192
10.179,17.1847
11.3364,19.3844
6.83963,11.0415
27.8787,17.1523
19.0819,20.8536
23.9873,16.6442
11.3564,25.6813
23.0386,10.4425
23.0238,25.2835
8.52124,3.55983
22.0357,17.3197
28.015,15.1983
16.7674,5.90798
3.28605,9.32266
23.1914,7.27586
8.39941,18.0963
18.4774,15.4757
14.5167,7.83989
22.6903,20.3939
25.9825,16.5259
18.9389,25.2851
9.39499,19.8346
7.85785,9.32011
23.9666,12.2114
25.9324,12.5595
14.1208,24.4374
17.7528,27.7383
11.4713,15.6595
18.3737,13.4786
24.5035,24.0138
27.4764,19.0658
13.6057,22.4217
19.9841,4.93936
12.1434,17.5579
20.7395,19.7345
6.82798,25.1918
18.0779,4.35665
19.4047,11.7654
4.22671,22.2864
17.2552,21.6928
11.3018,8.6487
15.2829,21.3321
9.10527,7.7568
1.72837,14.9876
6.20606,12.9385
11.9546,27.8805
4.28975,7.62692
13.1821,9.3285
6.17742,17.3127
22.4526,15.364
1.9858,16.9177
7.78237,16.1236
14.7686,5.85733
21.3838,26.3393
15.7519,23.2802
14.2966,10.988
20.4147,7.4665
26.8204,20.9035
15.83,28.0536
16.8284,7.90348
19.9174,2.94196
6.9315,4.71794
25.7979,22.5578
5.68927,15.3745
2.46095,18.808
12.8621,14.2251
8.41263,26.3232
20.1036,17.836
16.0961,2.02738
3.23548,20.6022
8.60136,5.81628
21.6984,3.7773
13.1853,26.2826
25.2541,10.6831
23.5724,18.5998
12.7161,6.10211
21.2174,21.7461
14.065,18.3167
20.3631,13.6343
5.51218,6.08221
26.1287,14.5407
14.4253,12.9816
17.0619,25.8679
16.2531,11.3989
24.3312,8.9139
19.6158,27.1629
20.4711,15.6309
18.0377,2.35762
14.1279,1.96931
17.9686,10.375
5.93623,8.75996
10.9514,21.6538
10.1244,27.2432
13.8844,28.1249
2.52513,11.1405
17.7154,23.6601
21.8995,8.80198
7.16991,7.19883
24.8244,6.12355
15.6297,9.5003
14.1217,3.9666
12.1703,2.17826
13.5217,16.1127
24.1583,14.2022
10.2574,2.64131
4.28054,18.0358
20.1713,9.90934
16.1128,4.02258
22.341,13.3688
1.94468,13.0234
9.32062,13.1775
16.3802,13.3923
9.53498,15.1651
10.2047,4.63756
18.6873,6.46182
5.78585,19.2713
23.8606,22.0552
21.7037,5.94607
10.8108,6.7101
25.9442,7.72903
17.447,19.7015
9.66453,24.7749
23.3549,4.83426
20.7267,24.4527
4.29405,12.3545
24.8029,20.3071
15.1636,14.9755
18.7256,8.52729
26.8416,9.46993
12.2061,23.8504
22.3928,23.3874
4.92105,10.47
27.4942,11.3181
