x,y
14.3795,16.679
14.1652,11.5576
7.41519,9.81051
22.9777,19.7818
21.8657,21.4476
25.8289,17.9279
2.07255,12.9288
21.6374,8.2396
18.3877,9.0194
21.3756,26.3451
11.9182,27.8812
5.54373,6.03262
3.86807,16.7523
19.8546,2.92682
13.6302,3.89516
19.9072,21.262
2.41682,18.71
3.17018,20.518
27.8924,17.2337
25.7774,12.2828
19.5701,27.1792
7.86644,23.4245
18.0923,6.23313
16.4663,9.81583
16.6515,18.2314
17.5382,23.8881
13.9907,22.3699
12.842,15.5081
6.82711,7.57058
6.42484,22.0435
6.21977,11.9781
7.41672,17.9679
15.0962,26.1875
11.9495,6.07616
16.0477,2.01404
17.0411,13.8849
12.1453,2.16778
15.8695,20.2946
9.47893,24.6013
19.7066,13.5873
17.8203,19.854
4.41484,18.6491
21.6812,6.00765
12.589,17.6849
13.8421,28.1142
20.1519,9.75501
23.2874,4.82309
13.5781,24.3249
17.7088,27.7497
1.90287,16.8226
24.7776,6.10361
5.57587,9.12244
13.0987,26.2632
17.0679,25.8536
14.7855,7.67024
8.34453,21.4835
3.32638,9.25575
12.0272,19.6053
16.7798,7.74044
14.6767,18.5455
10.9663,16.1993
11.4023,11.7597
23.9384,21.7104
10.3552,20.7016
22.0019,18.2234
22.1345,9.90215
10.0869,27.1865
9.01637,8.62
22.6346,23.2283
4.31945,7.57183
1.81912,14.8791
15.5736,24.2466
26.8341,9.44162
9.87795,5.01708
10.6365,18.1699
19.4132,23.1988
13.936,5.8659
17.9813,2.34022
9.78202,12.9303
7.55,13.562
8.22322,11.6803
4.15919,22.211
19.4383,11.6162
27.6071,19.2636
8.5258,3.54724
27.8963,13.2442
12.7981,7.88698
15.7873,28.0629
25.9383,7.68771
3.81233,14.7367
23.5709,7.70884
11.7141,23.6088
7.53529,15.5608
9.95691,22.6607
8.96495,19.2646
13.8716,20.3752
25.1674,19.8712
9.85476,10.4353
17.9385,21.8498
4.55469,10.8322
15.6256,3.96324
17.5957,4.29942
10.2502,2.64092
15.9885,22.2908
6.94709,4.69363
12.5336,10.1118
21.6339,3.75961
5.37643,23.7458
12.9523,13.1082
7.08357,19.9362
14.4757,9.64146
27.5006,11.2997
2.56874,11.0579
22.9709,25.3096
12.121,21.6506
11.2348,25.55
24.4127,15.1453
23.2905,13.5316
9.08265,16.8665
21.3119,12.3049
18.9868,25.2664
19.9584,4.99752
26.2279,16.1475
8.36558,26.2604
15.9337,5.93413
11.6466,4.10029
10.1747,6.99306
19.673,7.45215
24.4505,24.0523
16.2477,12.0494
23.1577,11.5839
25.728,22.6008
8.26873,6.19367
5.88614,16.6853
26.8051,21.0024
14.0899,1.9555
11.0212,8.80441
11.3012,14.2297
5.16853,20.4926
4.05416,12.7597
5.80144,14.532
6.78565,25.1056
21.0131,24.3935
28.0111,15.2362
9.41821,14.8958
26.1566,14.1937
14.5485,16.5502
14.2935,11.6296
7.43778,9.84396
23.1768,19.8378
21.9017,21.372
26.1036,18.1167
2.0639,12.9444
21.592,7.99615
18.3009,9.02584
21.3366,26.3637
11.9133,27.874
5.53649,6.04376
3.89254,16.7269
19.9882,2.95698
13.673,3.88762
19.5704,20.6726
2.3683,18.6484
3.10341,20.4614
27.8784,17.182
25.7786,12.4252
19.5604,27.2058
7.8066,23.3677
18.2661,6.19564
16.7107,9.64373
16.6937,18.0456
17.0455,23.9559
13.9461,22.4576
12.9535,15.5046
6.77825,7.51067
6.35652,21.9862
6.1232,12.0988
7.54368,17.8364
14.9936,26.2452
11.9312,6.12558
16.1964,2.03193
15.4907,14.9023
12.2946,2.19466
15.9242,20.3053
9.4199,24.5512
17.8723,15.0729
17.8272,19.6921
4.36642,18.5873
21.6365,5.80547
12.7196,17.7709
13.8015,28.123
20.4872,9.25191
23.3946,4.85298
13.1574,24.292
17.687,27.7771
1.84742,16.7654
24.8359,6.1651
5.53938,9.06469
13.016,26.2673
16.9504,25.9369
14.9121,7.58887
8.1965,21.2165
3.38843,9.15238
12.0942,19.6679
16.9078,7.65938
14.7909,18.6609
11.212,16.4766
11.3036,11.7117
23.8512,22.143
10.3345,20.6877
21.866,18.0801
22.4308,9.71848
10.0464,27.15
8.623,8.24213
22.343,23.4347
4.38361,7.44878
1.8244,14.8141
15.1163,24.2556
26.8468,9.50999
9.86938,4.89975
10.5932,18.3594
18.8971,23.3812
13.9106,5.86664
18.1226,2.37097
9.65193,12.9265
7.49844,13.5563
8.0711,11.6707
4.09959,22.1607
18.1187,11.0609
27.4738,19.095
8.59688,3.39092
27.8883,13.2758
12.9023,7.86879
15.755,28.0841
25.9529,7.76938
3.79306,14.6924
23.8507,7.90533
11.3549,23.5167
7.23033,15.8133
9.6338,22.566
8.86393,19.3352
13.9255,20.4611
25.0005,20.525
9.70107,10.5601
17.8404,21.6894
4.59925,10.8086
15.6606,3.9419
17.624,4.30492
10.3931,2.64983
15.9369,22.3007
7.02552,4.55456
12.2251,9.74409
21.7564,3.78997
5.32598,23.6947
12.3467,13.3685
6.91131,19.711
14.1834,9.43227
27.4959,11.3572
2.61312,10.9662
22.9882,25.3131
12.1025,21.6639
11.1746,25.5043
24.1636,15.7072
21.5982,15.5854
9.26132,16.8559
20.1116,11.2159
18.8519,25.3585
19.8293,4.94987
26.0486,16.3754
8.32146,26.2179
15.9687,5.90249
11.7066,4.14399
10.0784,6.86083
19.9094,7.33241
24.4773,24.0339
15.307,11.0615
22.0557,11.683
25.7901,22.5737
8.22688,6.13952
5.71801,17.0764
26.8796,20.956
14.24,1.97945
10.5318,8.76898
10.8487,14.5445
5.08559,20.4449
4.09939,12.7303
5.7537,14.4797
6.73976,25.0565
20.6447,24.4824
28.0164,15.2296
8.95234,14.8882
26.1969,14.381
14.5711,16.6768
13.2781,11.3958
7.38615,9.80556
22.0764,21.2564
20.5981,22.4848
25.6259,18.3302
2.10546,12.8677
21.8546,7.79322
18.5401,8.80748
21.3299,26.3606
11.868,27.8701
5.60627,5.90768
3.80128,16.6762
20.0301,2.96196
13.9425,3.92353
20.0477,20.4679
2.39889,18.7269
3.1908,20.5438
27.8937,17.2097
25.5537,11.8392
19.6026,27.175
7.76625,23.3953
18.7707,6.33735
16.9107,9.82866
17.4747,17.4905
16.5154,24.0323
14.142,22.4436
13.423,15.3734
6.64862,7.54049
6.28691,22.1203
6.07767,12.0127
7.74409,17.4927
14.8489,26.3562
12.0875,6.08486
16.2293,2.05207
15.639,14.7561
12.3262,2.17031
16.7525,20.1993
9.31526,24.5862
17.8723,15.0729
18.49,19.2136
4.37042,18.782
21.8447,6.07261
13.7774,18.2464
13.8729,28.0989
20.8591,9.69077
23.4358,4.86171
12.5864,24.1869
17.7421,27.7483
1.88277,16.8336
24.8447,6.20448
5.41793,9.10691
12.903,26.1572
16.7817,26.0073
15.6365,7.59031
7.73512,20.7992
3.38115,9.17348
12.8602,20.0127
17.5962,7.95077
15.746,18.483
12.2498,16.9922
11.5222,10.4046
23.6819,22.3797
10.6787,20.6568
21.866,18.0801
22.8468,9.89044
10.1183,27.2322
8.60736,7.83639
22.0863,23.5168
4.3762,7.43579
1.66274,14.9102
14.5607,24.3905
26.8533,9.54203
10.0762,4.70157
11.3096,18.7572
18.4154,23.4415
14.8637,5.67558
18.1605,2.37746
8.72156,13.016
7.02923,13.7518
7.90937,11.249
4.19577,22.2564
18.155,11.3902
27.4759,19.1239
8.61331,3.38098
27.8953,13.3037
13.677,7.25882
15.8223,28.0748
25.9703,7.79891
3.52086,14.9879
24.0093,8.13894
10.8168,23.2934
6.83219,15.7144
9.2594,22.0659
9.1295,19.4139
14.7844,20.552
25.4439,19.6064
9.34951,9.63523
18.3072,21.449
4.48873,10.8418
16.0069,4.0376
17.9951,4.36768
10.4328,2.66652
16.1015,22.0821
7.01124,4.49792
13.0018,9.11039
21.8062,3.79004
5.38565,23.8406
9.8819,11.4904
6.63011,19.1533
14.955,9.46884
27.5017,11.3871
2.53655,11.0587
22.9995,25.2938
12.2313,21.9006
11.0623,25.478
24.1076,15.7023
21.5982,15.5854
9.72747,17.544
20.1463,11.5583
18.659,25.422
20.191,4.95051
26.1037,15.7636
8.39589,26.3332
16.8203,5.9821
11.9649,4.11005
10.2021,6.67393
20.0397,7.86814
24.5335,24.0977
15.4808,11.3972
22.1349,11.7655
25.7485,22.5803
8.38053,5.88971
5.76387,17.3716
26.8445,20.977
14.2734,1.97162
10.9823,8.49287
10.6624,15.8277
5.18549,20.5319
4.03241,12.7818
5.26779,14.3472
6.83223,25.1595
20.438,24.584
28.0288,15.2564
8.74872,15.1624
25.9579,13.7883
14.9699,16.6406
13.5125,11.0427
7.37182,9.37841
21.8458,21.4285
20.2087,22.5714
25.9763,17.7278
2.04783,12.9749
22.0205,8.06404
18.8736,9.48698
21.3658,26.3506
11.9385,27.8927
5.60467,5.87587
3.84865,16.9047
19.9821,2.95387
14.7802,3.83083
20.0976,20.3458
2.41229,18.7273
3.17504,20.5339
27.8772,17.1629
25.3758,11.0639
19.6284,27.1608
7.76808,23.3908
18.9421,6.55142
17.3163,10.1904
17.7212,17.1709
16.8793,24.0089
14.4112,22.4052
13.4165,15.3472
6.50891,7.66981
6.36054,22.0375
5.96873,12.4812
8.09965,17.8086
14.8415,26.3394
12.5254,6.02776
16.1622,2.03506
15.6452,14.7389
12.2598,2.16556
17.0463,20.0406
9.3447,24.546
17.8723,15.0729
18.6993,18.9159
4.39836,18.7053
22.1451,6.39286
14.075,18.4293
13.8764,28.0944
21.2842,10.2176
23.4024,4.84673
12.9168,24.1524
17.7599,27.7352
1.92256,16.8403
24.8352,6.16569
5.32214,9.22852
12.8996,26.1522
16.771,26.0047
15.9753,7.56899
7.99916,20.8945
3.34214,9.20831
13.1402,20.1955
17.8628,8.23447
16.0691,18.2968
12.5093,17.1875
11.3064,9.81247
23.5619,22.2541
10.8336,20.8579
21.866,18.0801
23.2816,10.1506
10.1044,27.2186
8.40192,7.15003
22.0744,23.5343
4.36206,7.49336
1.72472,14.9093
14.9075,24.3416
26.8454,9.50303
10.8893,4.59323
11.5475,18.99
18.7949,23.4357
15.1001,5.7724
18.1023,2.37166
8.13813,11.9826
7.40172,13.8572
6.7072,10.6326
4.17585,22.2281
18.4716,11.8729
